sentence,start,end,duration,talks_id
우리는 왜 이런 노력을 해야 할까요? ,233.125,234.41099999999997,1.2860000000000014,2782
바다의 산성화는 우리에게  어떤 영향을 미치는 걸까요?,234.609,239.053,4.443999999999988,2782
우려되는 사실 몇 가지를  말씀드리겠습니다.,240.71200000000002,243.62400000000002,2.9120000000000066,2782
산업화 이전의 시대와 비교해보면  해양 산성화는 26% 증가했습니다.,244.735,250.537,5.8019999999999925,2782
"즉, 인간의 활동으로 인한  결과임을 알 수 있지요.",250.562,254.56900000000002,4.006999999999977,2782
이산화탄소의 배출을 줄이려는  노력을 시작하지 않으면,255.609,259.69599999999997,4.0870000000000175,2782
21세기 말까지 해양의 산성도는 170%로 증가할 것이라고,259.98900000000003,265.926,5.937000000000013,2782
예상됩니다. ,266.346,268.695,2.348999999999989,2782
우리 아이들이 생존하고 있는 시기에  벌어지는 일입니다.,269.671,272.004,2.333000000000027,2782
이 속도는 5천 5백만 년 동안 이루어진  해양 산성화의 속도보다,273.46299999999997,279.08099999999996,5.617999999999995,2782
10배나 빠른 것이죠. ,279.106,285.527,6.420999999999991,2782
따라서 해양 생물들은  이렇게 빠른 변화를,286.0180000000001,290.389,4.370999999999982,2782
처음 겪게 됩니다. ,290.414,293.183,2.769000000000005,2782
해양 생물들이 어떻게 헤쳐나가게 될지  사실 저희도 알 수가 없습니다.,293.509,297.408,3.8990000000000014,2782
산성화가 자연적으로 발생했던  수백만년 전에는,298.993,303.579,4.586000000000013,2782
지금보다 진행 속도가 훨씬 느렸습니다. ,303.60400000000004,306.47700000000003,2.8729999999999905,2782
그럼에도 많은 해양 생물들의  대량 멸종 시기와 일치합니다.,306.738,311.579,4.841000000000008,2782
앞으로 대량 멸종이 또 발생할까요? ,312.849,314.436,1.5869999999999889,2782
"음, 아마도요. ",315.228,316.378,1.1499999999999773,2782
연구에 따르면 어떤 종들은  잘 적응하고 있다고 합니다.,316.98900000000003,320.481,3.492000000000018,2782
하지만 많은 종들이 이 변화에  부정적인 반응을 보입니다.,320.506,323.496,2.990000000000009,2782
해양 산성 농도가 증가하면서  가장 염려되는 부분은,325.04400000000004,329.091,4.0470000000000255,2782
바다의 탄산염 이온 농도의 감소입니다. ,329.385,333.639,4.254000000000018,2782
"탄산염 이온은 게, 홍합, 굴과 같은 ",334.44800000000004,337.35900000000004,2.9110000000000014,2782
많은 해양 생물들이 껍질을 만드는데 ,337.384,340.185,2.800999999999988,2782
꼭 필요한 요소지요. ,340.717,345.272,4.555000000000007,2782
또 다른 예로 산호를 들 수 있습니다. ,345.732,347.69199999999995,1.9600000000000364,2782
산호 역시 해수에서  탄산염 이온을 필요로 합니다.,347.89,351.07099999999997,3.18100000000004,2782
산호초를 형성하기 위해서지요. ,351.096,355.001,3.9049999999999727,2782
해양의 산성 농도가 증가하고 ,356.325,358.515,2.1899999999999977,2782
탄산염 이온의 농도가 감소하면 ,358.73699999999997,361.967,3.2299999999999613,2782
이러한 생물들은 껍질을 만들기가  더 어려워집니다.,362.42,366.88,4.45999999999998,2782
그리고 농도가 훨씬 더 낮아지면  껍질은 분해되기 시작합니다.,367.189,370.99800000000005,3.808999999999969,2782
이것은 익족류 입니다.,372.173,375.236,3.062999999999988,2782
바다 생물들에게  중요한 먹이 중의 하나로,375.474,378.648,3.174000000000035,2782
크릴 같은 작은 생물부터 연어와 고래도 이것을 먹습니다.,378.91,382.43300000000005,3.522999999999968,2782
우리는 바닷물을 21세기 말쯤에  예상되는 pH농도로 만들었고,383.346,386.86,3.5140000000000096,2782
거기에 익족류의 껍질을 넣어보았습니다. ,386.885,390.305,3.420000000000016,2782
45일 후에 ,391.162,396.654,5.492000000000019,2782
껍질이 완전히 녹았습니다. ,396.99800000000005,401.14,4.141999999999996,2782
해양 산성화는 바다의 먹이 사슬에  직접적으로 영향을 미칠 것이고,401.51300000000003,405.647,4.134000000000015,2782
우리 식탁에도 영향을 미칠 것입니다. ,405.782,407.893,2.111000000000047,2782
"여러분, 조개를 좋아하시나요? 연어를 좋아하시나요?",408.43199999999996,412.074,3.641999999999996,2782
혹은 바다에서 해양 산성화의  영향을 받고 있는,412.64,414.268,1.6280000000000427,2782
어류를 좋아하시나요? ,414.293,417.13599999999997,2.8430000000000177,2782
이것들은 차가운  해수에서 사는 산호입니다.,418.084,419.931,1.84699999999998,2782
대륙붕 근처 아일랜드 바다에  차가운 해수에서 사는 산호가 있다는,420.07,423.603,3.5330000000000155,2782
사실을 알고 계셨나요? ,423.62800000000004,425.475,1.8470000000000368,2782
산호는 생물의 다양성을  유지시키는 역할을 합니다.,425.981,430.1,4.119000000000028,2782
21세기 말까지 바다 전체의 ,430.814,433.901,3.0869999999999886,2782
차가운 해수에 사는 산호의 70%는 ,434.184,440.148,5.963999999999999,2782
해수에 의해 부식될 것이 예상됩니다. ,440.535,445.22900000000004,4.69399999999996,2782
마지막 예로 이 건강한  열대 산호를 한 번 보십시오.,448.80800000000005,452.466,3.658000000000016,2782
2100년 쯤 예상되는 pH 농도의  바닷물에 산호를 넣어보았습니다.,453.03,457.778,4.748000000000047,2782
산호는 6개월 후에 완전히 녹았습니다. ,459.44199999999995,464.95599999999996,5.514000000000009,2782
오늘날 전체 해양 생물의 25%는 ,466.12800000000004,468.49300000000005,2.365000000000009,2782
산호초가 있어서 살아갈 수 있습니다. ,468.564,475.091,6.526999999999987,2782
모든 해양 생물 중에서 말이죠. ,475.82800000000003,476.978,1.150000000000034,2782
따라서 해양 산성화로 인해 지구 전체가  위험에 빠지게 될 것입니다.,478.026,482.351,4.324999999999989,2782
저는 8개월 된 아기의 엄마입니다. ,482.996,485.11800000000005,2.122000000000014,2782
우리가 지금부터 해양 산성화의 속도를  늦추려는 노력을 하지 않는다면,485.93800000000005,489.795,3.857000000000028,2782
우리 아이가 성인이 되었을 때  바다의 모습이 어떨지 상상해 보십시오.,489.961,494.32599999999996,4.365000000000009,2782
산성화가 되어있겠죠. ,495.658,497.626,1.967999999999961,2782
대기 중에 이산화탄소의 양은  이미 너무 많습니다.,497.788,502.028,4.240000000000009,2782
우리는 산성화의 속도를  늦출 수 있습니다.,502.98800000000006,505.67,2.6820000000000164,2782
그래야만 우리는 최악의 상황은  피할 수가 있습니다.,506.05400000000003,510.43,4.376000000000033,2782
유일한 방법은 ,510.708,512.8919999999999,2.1840000000000828,2782
이산화탄소의 배출을 줄이는 것입니다. ,512.971,516.275,3.3039999999999736,2782
"여러분과 저, 그리고 산업과 정부,  모두에게 중요한 일입니다.",516.9680000000001,521.374,4.406000000000063,2782
우리 모두 함께  지구 온난화와 해양 산성화의,521.558,525.3290000000001,3.770999999999958,2782
속도를 늦추려는 노력을 해야합니다. ,525.4580000000001,527.8389999999998,2.380999999999972,2782
건강한 바다와 건강한 행성을  보존해야 합니다.,528.038,532.771,4.732999999999947,2782
그것은 바로 우리와 다음 세대를 이을  우리 아이들을 위한 일입니다.,532.797,536.0880000000001,3.29099999999994,2782
우선 제가 미래의 도시라고 생각하는 ,24.858,25.858,1.0,36
장소들의 이미지를 보시죠. ,25.858,28.858,3.0,36
먼저 '키베라'입니다. 나이로비 최대의 무단거주지입니다. ,28.858,37.858000000000004,8.999999999999996,36
여기는 '샨제이 간디 국립 공원'에 있는 무단거주지입니다. ,38.858000000000004,43.858000000000004,5.0,36
인도 봄베이에 있죠. 지금은 뭄바이로 이름이 바뀌었습니다. ,43.858000000000004,47.858000000000004,4.0,36
이 곳은 리우 데 자네이루 최대의 파벨라*인 '호시니아'입니다.  ,47.858000000000004,51.858000000000004,4.0,36
고도로 도시화가 이루어져 있습니다. ,51.858000000000004,53.858000000000004,2.0,36
여기는 '술탄베일리'입니다. ,53.858000000000004,55.858000000000004,2.0,36
이스탄불 최대 무단거주지 가운데 하나죠. ,55.858000000000004,59.858000000000004,4.0,36
"지금 보여드린 이 곳들을 저는 미래의 도시, ",62.858000000000004,64.858,2.0000000000000067,36
지금까지 감춰져 있던 새로운 도시의 모습이라고 생각합니다. ,64.858,66.858,2.0,36
"그럼, 제가 왜 이런 주장을 할까요? ",66.858,68.858,2.0,36
"답을 드리려면, 지금 보시는 이 친구에 관한 이야기를 해야할 것 같습니다. ",68.858,71.858,3.0,36
이름은 쥴리우스입니다. ,71.858,73.858,2.0,36
키베라에서의 마지막 주에 바로 이 친구를 만나게 되었습니다. ,73.858,78.858,5.0,36
"그때가 이미 석 달 가까이 키베라에 있던 때였는데, ",78.858,81.858,3.0,36
저는 나이로비의 다른 무단거주지를 보기 위해 둘러보고 있는 중이었습니다. ,81.858,85.85799999999999,4.0,36
쥴리우스가 저를 계속 따라녔습니다. 무언가 매우 놀란 모습으로 말이죠. ,85.85799999999999,88.85799999999999,3.0,36
그런 식으로 계속 걷던 중에 ,88.85799999999999,91.85799999999999,3.0,36
쥴리우스가 갑자기 부탁하는 투로 제 손을 잡더군요. ,91.85799999999999,93.85799999999999,2.0,36
보통 케냐인들이라면 이렇게 하지 않았을 것입니다. ,93.85799999999999,96.85799999999999,3.0,36
"예의바르고, 성급한 행동은 하지 않는 사람들이죠. ",96.85799999999999,101.85799999999999,5.0,36
나중에서야 그 날 쥴리우스가 나이로비에 처음 왔다는 사실을 알게 되었습니다. ,101.85799999999999,107.85799999999999,6.0,36
그런 식으로 나이로비로 온 수많은 사람들 중 하나였던 것이죠. ,107.85799999999999,111.85799999999999,4.0,36
매일 20만명 가까이가 ,111.85799999999999,115.85799999999999,4.0,36
농촌지역에서 도시로 이동합니다. ,115.85799999999999,118.85799999999999,3.0,36
좀 전 아침에 주당 약 150만이 아니라 140만이라고 말씀하신 ,119.85799999999999,122.85799999999999,3.0,36
"통계학자분들의 의견에 동의합니다만, ",122.85799999999999,125.85799999999999,3.0,36
"저널리스트라는 직업의 특성상, ",125.85799999999999,128.858,3.0,36
"조금 과장을 하기 마련이라서 주당 150만, ",128.858,132.858,4.0,36
연간 7천만에 가까운 사람이 이주한다고 말을 합니다. ,132.858,135.858,3.0,36
계산해보면 이 수치는 분당 130명이라는 얘기입니다. ,136.858,140.858,4.0,36
그럼 지금 제가 18분 동안 강연하는 중에도 ,140.858,143.858,3.0,36
2~3천명이 도시로 향하고 있을 것입니다. ,143.858,147.858,4.0,36
이제 정확한 통계를 보시죠. ,147.858,150.858,3.0,36
오늘날 전 세계 무단거주자는 10억명에 이릅니다. ,150.858,152.858,2.0,36
전 세계 인구 6명 당 1명 꼴인 셈이죠. ,152.858,154.858,2.0,36
2030년에는 20억에 이를 것으로 추산하고 있습니다. ,154.858,157.858,3.0,36
4명 당 1명이죠. ,157.858,159.858,2.0,36
2050년 추산치는 30억명입니다. ,159.858,162.858,3.0,36
3명 당 1명이 넘게 되는 셈입니다. ,162.858,166.858,4.0,36
"자, 이것이 바로 미래의 도시 현실입니다. 우리가 이들을 받아들여야만 합니다. ",166.858,175.858,9.0,36
오늘 아침에 좋은 삶에 관해 생각을 해봤습니다. ,175.858,181.858,6.0,36
"강연을 더 진행하기에 앞서, ",181.858,183.858,2.0,36
"TED 규정을 어기는 셈이 됩니다만, ",183.858,185.858,2.0,36
제 책 내용 중 일부를 짤막하게 읽어드리려고 합니다. ,185.858,191.858,6.0,36
보통 우리가 생각하는 좋은 삶의 모습에 대해 ,191.858,196.858,5.0,36
다시 생각해보는 계기를 마련해주는 내용이라고 생각합니다. ,196.858,200.858,4.0,36
 판자집은 양철판으로 콘트리트 바닥위에 세운 것입니다. ,203.858,208.858,5.0,36
"가로, 세로로 10개의 방으로 이루어져 있습니다. ",208.858,211.858,3.0,36
암스트롱 오브라이언 2세는 그 곳에서 다른 3명과 함께 살고 있었습니다. ,211.858,215.858,4.0,36
수도시설이 없기 때문에 ,215.858,218.858,3.0,36
인근에 수도를 가진 사람한테서 물을 사서 써야 합니다. ,218.858,220.858,2.0,36
"화장실이 없어서, 여기 사는 사람 전부가 단 하나의 임시 화장실을 공유하고 있었습니다. ",220.858,225.858,5.0,36
하수도나 위생설비도 전혀 찾아볼 수 없었습니다. ,225.858,227.858,2.0,36
다행히 전기가 들어오긴 하지만 ,227.858,229.858,2.0,36
그마저도 다른 사람의 전기회선에 몰래 연결해서 사용하는 것이었습니다. ,229.858,232.858,3.0,36
희미한 전구하나를 겨우 밝힐 정도였습니다. ,232.858,235.858,3.0,36
이곳이 바로 '사우스랜드'라고 하는 ,235.858,238.858,3.0,36
케냐 나이로비 서쪽의 자그마한 판자촌입니다. ,238.858,240.858,2.0,36
도시 다른 곳의 모습도 이와 별반 차이가 없을 것이라고 쉽게 예상할 수 있었습니다. ,240.858,243.858,3.0,36
나이로비 인구의 절반 이상이 이같은 환경에서 살고 있기 때문입니다. ,243.858,246.858,3.0,36
150만명이나 되는 사람들이 진흙과 철로 지은 판자집에서 ,246.858,250.858,4.0,36
"공공서비스는 고사하고, 화장실도 없이, 아무런 권리도 부여받지 못한채 살고 있습니다. ",250.858,253.858,3.0,36
암스트롱이 이같은 환경의 잔인한 실상을 전해주었습니다. ,253.858,257.858,4.0,36
"임차료로 매달 1,500 실링을 냅니다. 20 달러 정도 되죠. ",257.858,260.858,3.0,36
케냐 판자촌이라고 하기엔 상대적으로 비싼 가격입니다. ,260.858,263.858,3.0,36
임차료는 절대 미룰 수 없습니다. ,263.858,266.858,3.0,36
"'한 달이라도 밀리게 되면, 집주인이 부하들을 데려와서 당신을 ",266.858,268.858,2.0,36
내쫓아버립니다. 물건들은 말 할 것도 없죠.' 라고 암스트롱이 말했습니다. ,268.858,272.85799999999995,3.999999999999943,36
'한 달은 고사하고 하루라도 늦으면 안됩니다.' ,272.85799999999995,277.85799999999995,5.0,36
라며 우갈리를 만들고 있던 힐러리 키바겐디 온소무가 끼어들었습니다. ,277.85799999999995,280.85799999999995,3.0,36
우갈리는 옥수수가루를 섞어 만든 하얀 스폰지 처럼 생긴 음식인데 케냐에서는 이걸 주식으로 먹습니다. ,280.85799999999995,284.85799999999995,4.0,36
"여기서는 집주인을 와벤지라고 칭하는데, ",284.85799999999995,287.85799999999995,3.0,36
메르세데스 벤츠를 몰 정도의 재력있는 사람을 뜻합니다. ,287.85799999999995,291.85799999999995,4.0,36
힐러리가 고기와 토마토를 곁들인 우갈리를 내왔습니다. ,293.85799999999995,296.85799999999995,3.0,36
얇은 양철지붕 위로 뜨거운 볕이 강하게 내리쬐는 통에 ,296.85799999999995,299.85799999999995,3.0,36
우갈리를 먹으면서 땀이 마구 흘렀습니다. ,299.85799999999995,301.85799999999995,2.0,36
"식사가 끝나고, 암스트롱은 타이를 고쳐매고는, ",301.85799999999995,304.85799999999995,3.0,36
울로 된 스포츠재킷을 걸쳤습니다. 그리고 우리는 눈부신 햇살이 비치는 밖으로 나왔습니다. ,304.85799999999995,308.85799999999995,4.0,36
밖에는 사우스랜드와 인접해있는 허가된 주거지인 랑가타 ,308.85799999999995,311.85799999999995,3.0,36
와 경계를 이루는 쓰레기더미가 있습니다. ,311.85799999999995,314.858,3.000000000000057,36
"거의 8피트 높이에 길이와 폭이 각각 40피트, 10피트나 됩니다. ",314.858,319.858,5.0,36
쓰레기에서 스며나온 지저분한 물이 바닥에 넓게 퍼져 있었습니다. ,319.858,323.858,4.0,36
꼬마 둘이서 바로 이 케냐의 쓰레기산을 오르고 있었습니다. ,323.858,327.858,4.0,36
기껏해야 5~6살 정도 되어보였습니다. ,327.858,329.85799999999995,1.9999999999999432,36
"엄청나게 많은 파리가 날아드는 부패된 쓰레기 더미를, ",329.85799999999995,333.85799999999995,4.0,36
아이들은 바로 그 오물 덩어리에 맨발을 빠뜨려가며 위로 오르고 있었습니다. ,333.85799999999995,337.85799999999995,4.0,36
처음에는 골목대장놀이를 하는 것이라고 생각했지만 아니었습니다. ,337.85799999999995,341.85799999999995,4.0,36
꼭대기에서 아이 한 명이 바지를 내리고 ,341.85799999999995,345.85799999999995,4.0,36
용변을 보는 것이었습니다. ,345.85799999999995,347.85799999999995,2.0,36
아이의 다리 주변에 굶주린 파리들이 날아들었습니다. ,347.85799999999995,351.85799999999995,4.0,36
100명이나 되는 20가구가 단 하나의 임시화장실을 공유하는 처지니 ,351.85799999999995,356.85799999999995,5.0,36
쓰레기더미 위에서 변을 보는 아이의 모습은 별로 이상한 광경이 아닐수도 있죠. ,356.85799999999995,360.858,4.0,36
하지만 식사를 하면서 암스트롱이 ,360.858,362.858,2.0,36
이 곳에서는 삶의 질을 중요시한다고 했던 말과는 ,362.858,365.858,3.0,36
다른 모습이라는 것을 쉽게 알 수 있었습니다. ,365.858,368.858,3.0,36
암스트롱에게 사우스랜드는 단순한 물리적 환경이 아니었던 것입니다. ,368.858,373.858,5.000000000000057,36
철판으로 지어진 벽과 쓰레기 더미로 이루어진 환경에서 ,373.858,376.858,3.0,36
발생하는 고귀한 정신과도 같은 것입니다. 바로 자유입니다. ,376.858,379.858,3.0,36
허가된 주거지에서는 결코 얻을 수 없는 것입니다. ,379.858,382.858,3.0,36
암스트롱은 '여기는 정말 중독성이 있어요.'라고 했습니다. ,382.858,385.858,3.0,36
"'평범하고 단순한 삶이지만, 아무도 규제하지 않거든요.' ",385.858,388.858,3.0,36
'아무도 무엇을 하라고 강요하지 않아요.' ,388.858,391.858,2.999999999999943,36
"'일단 이 곳에 한 번 들어오게 되면, 절대 돌아 나갈 수 없답니다.' ",391.858,394.858,3.0,36
돌아간다고 말하는 의미는 바로 저 쓰레기산 너머에 있는 ,395.858,397.858,2.0,36
임대차계약과 법적권리가 수반되는 허가된 건물들로 이루어진 ,397.858,400.858,3.0,36
합법적인 도시로 돌아간다는 뜻이었습니다. ,400.858,403.858,3.0,36
암스트롱이 말을 이었습니다. ,403.858,406.858,3.0,36
"'여기서 한 번 살게되면, 남은 여생을 보내게 될 겁니다.'  ",406.858,409.858,3.0,36
"자, 암스트롱은 희망을 갖고 있습니다. 무단거주지의 시작은 바로 희망인 것입니다. ",410.858,415.858,5.0,36
지금 보시는 광경은 키베라에서 볼 수 있는 가장 낙후된 판자촌의 모습입니다. ,415.858,420.858,5.0,36
쓰레기 더미 옆에 있는 나무막대와 진흙으로 지어진 오두막이 전부죠. ,420.858,424.858,4.0,36
이것은 몬순에 대비하고 있는 인도 뭄바이의 판자촌 모습입니다. ,425.858,428.858,3.0,36
마치 주택개량을 한 것처럼 좋아졌죠? ,428.858,430.858,2.0,36
플라스틱 방수포로 지붕을 덮고 있는 모습입니다. ,430.858,434.858,4.000000000000057,36
이 곳은 리우 데 자네이루입니다. 어떻습니까? 더 나은 모습인가요? ,434.858,438.858,4.0,36
여기저기서 긁어모은 적갈색 타일과 표지판조각들이 보이고 ,438.858,444.858,6.0,36
"벽돌에 회벽칠, 페인트칠도 되어 있습니다. ",444.858,447.858,3.0,36
여기는 술탄 베일리에 있는 술레 몬타카야의 집입니다. 훨씬 더 나은 모습입니다. ,447.858,452.858,4.999999999999943,36
"울타리도 있고, 어디서인지는 가져온 것인지는 몰라도 출입구도 달려 있습니다. ",452.858,454.858,2.0,36
지붕은 새 타일로 포장되어 있습니다. ,454.858,457.858,3.0,36
호시냐로 가보면 ,457.858,459.858,2.0,36
보다 발전된 모습을 볼 수 있습니다. ,459.858,463.858,4.0,36
이 곳에 있는 건물들은 다층건물입니다. ,463.858,465.858,2.0,36
"맨 오른쪽에 보이는 것처럼, 이 곳에서는 ",465.858,468.858,3.0,36
건물 여러개를 층층이 쌓은 것처럼 만들어 두었습니다. ,468.858,471.858,3.0,36
"방 위에 다른 방이 있고, 그 위에 또 다른 방이 있는 것 처럼 말이죠. ",471.858,473.858,2.0,36
여기에서는 1~2층 짜리 건물을 지어서 ,473.858,477.858,4.0,36
로지아*나 지붕에 대한 권리를 다른 사람에게 팝니다.  ,477.858,480.858,3.0,36
"권리를 산 사람이 그 위에 건물을 얹어, ",480.858,481.858,1.0,36
"그 건물 지붕에 대한 권리를 다른 사람에게 팔고, ",481.858,483.858,2.0,36
그 지붕을 산 사람은 그 위에 또 집을 짓습니다. ,483.858,485.858,2.0,36
이 곳에 있는 건물은 전부 콘크리트와 벽돌로 지어진 것들입니다. ,485.858,489.858,4.0,36
터키 술탄베일리에 가보면 ,489.858,493.858,4.000000000000057,36
건물들의 수준이 훨씬 높아진 것을 볼 수 있습니다. ,493.858,494.858,1.0,36
앞쪽에 지저분하게 널려있는 것은 침대 매트리스 충진재입니다. ,494.858,497.858,3.0,36
터키에서는 쉽게 볼 수 있는 광경입니다. ,497.858,499.858,2.0,36
이 곳 사람들은 매트리스 충진재를 지붕에 널어서 말립니다. ,499.858,503.858,4.0,36
"그 뒤에 녹색 건물을 보시면, ",503.858,505.858,2.0,36
맨 윗층이 비어있는 것을 볼 수 있을 것입니다. ,505.858,507.858,2.0,36
바로 증축의 여지를 남겨둔 것이죠. ,507.858,510.858,2.999999999999943,36
보시듯이 계획이 잘 되어 있습니다. ,510.858,513.8580000000001,3.0,36
여기 보시는 것과 같은 무단거주지의 주택은 ,513.8580000000001,515.8580000000001,2.0,36
교외전원주택유형을 따르고 있습니다. ,515.8580000000001,517.8580000000001,2.0,36
"자, 이게 바로 무단거주지에 있는 단란한 가족주택의 모습입니다. ",517.8580000000001,520.8580000000001,3.0,36
역시 터키 이스탄불에 있습니다. ,520.8580000000001,522.8580000000001,2.0,36
전부 상당히 활력이 넘치는 장소들입니다. 활기찬 공동체죠. ,522.8580000000001,524.8580000000001,2.0,36
여기는 '에스트라다 다 가비아'라는 호씨냐의 번화가입니다. ,524.8580000000001,528.8580000000001,4.0,36
버스노선이 지나고 ,528.8580000000001,530.8580000000001,2.0,36
거리는 사람들로 가득 차 있습니다. ,530.8580000000001,532.8580000000001,2.0,36
이들 도시 속 공동체들은 무허가 공동체보다 ,532.8580000000001,535.8580000000001,3.0,36
실제로 훨씬 생기가 넘치는 곳들입니다. ,535.8580000000001,537.8580000000001,2.0,36
여기서 훨씬 다양한 행위들이 발생하죠. ,537.8580000000001,540.8580000000001,3.0,36
지금 보시는 것은 '베코'라고 불리는 호씨냐의 전형적인 골목길입니다. ,540.8580000000001,543.8580000000001,3.0,36
호씨냐 내부를 연결하는 주요이동경로이죠. ,543.8580000000001,545.8580000000001,2.0,36
"매우 가파른 경사를 따라 길이 나 있는데, ",545.8580000000001,547.8580000000001,2.0,36
리우 해변에서 떨어진 내륙의 경사지에 만들어진 것입니다. ,547.8580000000001,550.8580000000001,3.0,36
여기보시면 지형상 방해물 위로 주택의 일부가 지나가고 있죠? ,550.8580000000001,554.8580000000001,4.0,36
"그렇습니다, 방해물이 아니라 언덕 어디서든 나올 수 있는 바위 덩어리일 뿐입니다. ",554.8580000000001,556.8580000000001,2.0,36
'베코'는 늘 붐빕니다. ,556.8580000000001,560.8580000000001,4.0,36
가구나 가전제품은 물론이고 ,560.8580000000001,563.8580000000001,3.0,36
온갖 물건이 '베코'를 따라 이동합니다. ,563.8580000000001,565.8580000000001,2.0,36
맥주도 어깨에 지고 옮겨야 하죠. ,565.8580000000001,567.8580000000001,2.0,36
브라질에서 맥주는 정말 중요합니다. ,567.8580000000001,570.8580000000001,3.0,36
지금 보시는 것은 철로를 따라 발생한 케냐의 한 시장입니다. ,570.8580000000001,575.8580000000001,5.0,36
"철로에 너무 가까이 닿아 있어서, ",575.8580000000001,577.8580000000001,2.0,36
때로는 물건들을 옮겨야 할 경우도 발생합니다. ,577.8580000000001,580.8580000000001,3.0,36
이 곳은 투이시장입니다. 역시 케냐에 있죠. ,580.8580000000001,583.8580000000001,3.0,36
찾는 물건 거의 모두를 취급하는 상인들이 정말 많습니다. ,583.8580000000001,587.8580000000001,4.0,36
앞에 있는 초록색 과일은 망고죠. ,587.8580000000001,590.8580000000001,3.0,36
"키베라의 쇼핑거리를 보시면, ",590.8580000000001,592.8580000000001,2.0,36
"음료수장수도 있고, 진료소도 보입니다. ",592.8580000000001,597.8580000000001,5.0,36
"바도 있고, 미용실, 식료품점은 각각 두 곳, 교회를 비롯해서 많은 것을 볼 수 있습니다. ",597.8580000000001,602.8580000000001,5.0,36
어디서든 볼 수 있는 전형적인 번화가의 모습이죠. 다른 점이라면 자생적으로 발생했다는 것입니다. ,602.8580000000001,607.8580000000001,5.0,36
이 사진 오른쪽 ,607.8580000000001,610.8580000000001,3.0,36
천막 아래에 ,610.8580000000001,613.8580000000001,3.0,36
호텔이라고 쓰여진 것을 볼 수 있을 것입니다. ,613.8580000000001,615.8580000000001,2.0,36
"케냐, 인도에서 호텔은 숙박하는 곳이 아니라, ",615.8580000000001,621.8580000000001,6.0,36
음식을 먹는 장소를 뜻합니다. 바로 식당인 것이죠. ,621.8580000000001,623.8580000000001,2.0,36
사람들은 전기를 훔쳐 씁니다. 이곳은 리우입니다. ,623.8580000000001,625.8580000000001,2.0,36
몰래 전신주에서 선을 끌어오죠. ,625.8580000000001,632.8580000000001,7.0,36
이렇게 전기를 훔쳐오는 사람을 ,632.8580000000001,634.8580000000001,2.0,36
귀뚜라미라는 뜻의 그리요스라고 부릅니다. ,634.8580000000001,636.8580000000001,2.0,36
쓰레기는 소각해서 처리합니다. ,636.8580000000001,639.8580000000001,3.0,36
직접 하수관을 설치하기도 하죠. ,639.8580000000001,643.8580000000001,4.0,36
그 곳을 들여다보면 쓰레기로 가득차 있습니다. ,643.8580000000001,646.8580000000001,3.0,36
이따금씩 돼지나 소가 쓰레기를 먹어치우기도 합니다. 일종의 자연 처리법이라고도 할 수 있습니다. ,646.8580000000001,650.8580000000001,4.0,36
"비용이 마련되면, 도로를 포장하고, ",650.8580000000001,653.8580000000001,3.0,36
상하수도관을 정비하기도 합니다. ,653.8580000000001,657.8580000000001,4.0,36
지금 보시는 것은 리우의 수도시설입니다. 수도관이 사방으로 얽혀있죠. ,657.8580000000001,663.8580000000001,6.0,36
사진에 보이는 집 안에는 펌프가 있어서 물을 끌어옵니다. 여기서는 다들 그렇게 합니다. ,663.8580000000001,666.8580000000001,3.0,36
전기를 훔쳐쓰듯 물을 끌어오려고 펌프를 설치하는 것입니다. ,666.8580000000001,668.8580000000001,2.0,36
수도관에 몰래 연결해서 집까지 물을 끌어오는 것입니다. ,668.8580000000001,672.8580000000001,4.0,36
이쯤에서 의문이 생길 것입니다. 진흙으로 지은 마을에서 출발해서 ,672.8580000000001,678.8580000000001,6.0,36
"더 나은 도시의 모습, 고도로 발전된 술탄베일리와 같은 모습으로 대체 어떻게 변화해가는 것일까요? ",678.8580000000001,683.8580000000001,5.0,36
바로 두 가지가 필요합니다. ,683.8580000000001,685.8580000000001,2.0,36
첫 번째는 사람들을 강제퇴거로부터 보호할 장치가 필요합니다. ,685.8580000000001,687.8580000000001,2.0,36
그것이 반드시 재산권일 필요는 없습니다. ,687.8580000000001,689.8580000000001,2.0,36
에르난도 드 소토가 말하는 제도화된 재산권은 의미가 없습니다. ,689.8580000000001,693.8580000000001,4.0,36
재산권이 바로 모든 문제의 원인이기 때문입니다. ,693.8580000000001,695.8580000000001,2.0,36
"누군가가 재산권을 넘기게 되면, 빚을 지는 사람이 생기게 되죠. ",695.8580000000001,699.8580000000001,4.0,36
"그리고 그 빚은 청산해야할 의무가 있는 것이고, ",699.8580000000001,701.8580000000001,2.0,36
때로는 빚을 갚기 위해 ,701.8580000000001,703.8580000000001,2.0,36
그 재산을 팔아야만 하는 경우가 생기기도 합니다. ,703.8580000000001,705.8580000000001,2.0,36
이런 환경에서 재산권이 효력을 상실하는데에는 ,705.8580000000001,707.8580000000001,2.0,36
여러가지 경우가 있을 수 있을 것입니다. ,707.8580000000001,709.8580000000001,2.0,36
사람들에게 필요한 것은 바로 거주의 안정성이죠. ,709.8580000000001,711.8580000000001,2.0,36
두 번째로 정치참여의 통로가 필요하죠. 이것은 두 가지를 의미합니다. ,711.8580000000001,715.8580000000001,4.0,36
"하나는 아래로부터 조직되는 공동체이고, ",715.8580000000001,719.8580000000001,4.0,36
